word,cos_dist,count,root_word,instances,status
uneasily,0.38894,0.590909090909091,enraptured,1,N
solitary,0.38885,0.681818181818182,blissful,2,N
inform,0.38826,0.181818181818182,delighted,5,N
artistic,0.388,0.5,joyful,1,N
peculiarly,0.38787,0.818181818181818,beatific,2,N
invitation,0.38786,0.545454545454545,happy,3,N
illusion,0.38778,0.363636363636364,blissful,1,N
ambiguously,0.38774,0.454545454545455,rhapsodic,1,N
baggage,0.38767,0.0454545454545454,transported,1,N
notice,0.3876,0.136363636363636,happy,6,I
food,0.38759,0.0909090909090909,happy,2,N
ceremony,0.38751,0.409090909090909,joyous,1,N
win,0.38741,0.181818181818182,happy,1,N
song,0.38706,0.181818181818182,happy,6,N
beget,0.38686,0.227272727272727,beatific,1,N
singularly,0.38679,0.863636363636364,enraptured,1,N
disquiet,0.38667,0.590909090909091,rapturous,1,N
clamorously,0.38665,0.5,exultant,1,N
carriage,0.38648,0.0909090909090909,transported,3,N
cat,0.38629,0.0454545454545454,happy,1,N
ceaselessly,0.38619,0.772727272727273,exultant,2,N
simplicity,0.38615,0.409090909090909,joyful,2,N
unbroken,0.38609,0.590909090909091,blissful,2,N
disappear,0.38609,0.181818181818182,happy,8,N
habit,0.38581,0.136363636363636,happy,3,N
sobs,0.38572,0.681818181818182,exultant,1,N
scarcely,0.38567,0.954545454545455,overjoyed,7,N
mystery,0.38558,0.363636363636364,enchanted,4,N
countryside,0.38558,0.227272727272727,enchanted,1,N
fever,0.38545,0.136363636363636,delirious,1,N
determinedly,0.38538,0.681818181818182,enraptured,1,I
burst,0.38536,0.772727272727273,ecstatic,5,N
vacation,0.38485,0.181818181818182,happy,1,N
offer,0.38473,0.181818181818182,delighted,3,N
clothe,0.38469,0.181818181818182,beatific,10,N
dressed,0.38465,0.454545454545455,happy,1,N
annoy,0.38455,0.227272727272727,happy,3,N
slightly,0.38446,0.272727272727273,happy,9,N
suggestiveness,0.38439,0.318181818181818,rhapsodic,1,N
responsive,0.38433,0.136363636363636,enthusiastic,1,N
suggestion,0.38431,0.181818181818182,happy,6,N
season,0.38418,0.136363636363636,happy,4,N
continually,0.38406,0.454545454545455,delighted,5,N
outside,0.38388,0.181818181818182,transported,16,N
rid,0.38368,0.0454545454545454,happy,1,N
slow,0.38345,0.272727272727273,happy,8,N
obvious,0.3833,0.227272727272727,happy,2,N
unreality,0.3832,0.454545454545455,delirious,1,N
personal,0.38316,0.136363636363636,happy,5,N
challenge,0.38314,0.181818181818182,happy,1,N
present,0.38305,0.318181818181818,happy,6,N
clear,0.38302,0.136363636363636,happy,4,N
inevitable,0.38285,0.545454545454545,happy,2,N
quickly,0.38283,0.318181818181818,transported,15,N
ruin,0.38282,0.318181818181818,happy,1,N
seek,0.38279,0.227272727272727,happy,4,N
turning,0.38274,0.318181818181818,happy,1,N
suggest,0.38274,0.181818181818182,happy,15,N
show,0.38262,0.136363636363636,happy,13,N
frantically,0.38236,0.636363636363636,overjoyed,1,N
wanly,0.38236,0.454545454545455,exultant,1,N
brooded,0.38216,0.318181818181818,enraptured,1,N
shorn,0.38216,0.272727272727273,ravished,1,N
comprehend,0.3821,0.772727272727273,beatific,1,N
devoid,0.38203,0.818181818181818,blissful,1,N
advise,0.38197,0.181818181818182,happy,2,N
nephew,0.38192,0.318181818181818,thrilled,2,N
expanse,0.3818,0.636363636363636,blissful,1,N
stable,0.38176,0.0909090909090909,happy,6,N
fiancée,0.38156,0.318181818181818,overjoyed,1,N
stroll,0.38153,0.5,blissful,4,N
hollowly,0.38141,0.318181818181818,exultant,2,N
stormily,0.38125,0.363636363636364,rhapsodic,1,N
acquaintance,0.38112,0.681818181818182,enthusiastic,4,N
pay,0.38112,0.0454545454545454,happy,7,N
deft,0.38094,0.5,rhapsodic,2,V
holding,0.38086,0.181818181818182,happy,1,N
previously,0.38077,0.136363636363636,transported,1,N
paralysed,0.38061,0.363636363636364,delirious,1,N
silent,0.38054,0.727272727272727,joyful,8,N
beneath,0.38053,0.227272727272727,transported,6,N
bantering,0.38049,0.454545454545455,rhapsodic,1,N
credulity,0.38047,0.5,enraptured,1,N
feebly,0.38044,0.590909090909091,exultant,1,N
alight,0.3804,0.727272727272727,rapturous,1,N
chill,0.3804,0.318181818181818,blissful,1,N
reputation,0.38024,0.136363636363636,enthusiastic,1,N
senile,0.38004,0.227272727272727,delirious,1,N
profusion,0.38,0.681818181818182,rapturous,1,N
cloak,0.3798,0.0909090909090909,enchanted,1,N
pursuing,0.37974,0.0909090909090909,enthusiastic,1,N
breath,0.37967,0.636363636363636,blissful,11,N
heavily,0.37955,0.136363636363636,transported,2,N
romance,0.37954,0.590909090909091,enchanted,1,N
earth,0.37948,0.363636363636364,joyful,4,N
country,0.37942,0.227272727272727,happy,5,N
apologetically,0.3794,0.454545454545455,overjoyed,1,N
abandon,0.37932,0.909090909090909,ecstatic,3,N
venture,0.37926,0.136363636363636,thrilled,1,N
dance,0.37925,0.545454545454545,happy,12,N
reality,0.37924,0.318181818181818,happy,2,N
breeze,0.37895,0.227272727272727,blissful,3,S
alongside,0.37883,0.181818181818182,delighted,2,N
vanished,0.37878,0.590909090909091,enchanted,1,N
foolish,0.37873,0.727272727272727,delirious,1,N
mansion,0.37861,0.0909090909090909,enchanted,5,S
stick,0.37861,0.0454545454545454,happy,3,N
intention,0.37845,0.545454545454545,enthusiastic,6,N
vigour,0.37838,0.727272727272727,exultant,1,N
unfold,0.37833,0.818181818181818,joyous,1,N
fully,0.37832,0.227272727272727,happy,3,N
blurt,0.37817,0.636363636363636,exultant,1,N
penniless,0.37815,0.545454545454545,delirious,2,N
occasionally,0.3781,0.545454545454545,enthusiastic,1,N
ferocious,0.37809,0.772727272727273,joyous,2,N
event,0.37796,0.181818181818182,thrilled,3,N
gypsy,0.37793,0.181818181818182,enchanted,1,N
arrogant,0.37773,0.454545454545455,enthusiastic,2,I
dislike,0.37764,0.227272727272727,happy,2,N
harm,0.37759,0.0909090909090909,happy,2,N
bound,0.37754,0.136363636363636,transported,1,N
endlessly,0.37751,0.954545454545455,enraptured,1,N
describe,0.37738,0.545454545454545,happy,4,N
quaver,0.37733,0.454545454545455,exultant,1,N
vehemently,0.37726,0.545454545454545,overjoyed,1,N
ramble,0.37717,0.454545454545455,delirious,1,N
regard,0.37715,0.227272727272727,enthusiastic,4,N
uninflected,0.37694,0.227272727272727,rhapsodic,1,N
prove,0.37685,0.181818181818182,happy,1,N
partnership,0.37678,0.0909090909090909,delighted,1,N
antecedent,0.37662,0.0454545454545454,beatific,1,V
affectation,0.37656,0.272727272727273,beatific,1,N
struggle,0.37652,0.454545454545455,happy,7,N
course,0.37646,0.181818181818182,happy,24,N
except,0.37633,0.0909090909090909,happy,18,N
accidentally,0.37617,0.181818181818182,transported,1,N
possibility,0.3761,0.363636363636364,happy,1,N
politely,0.37555,0.454545454545455,overjoyed,8,N
impressively,0.37542,0.772727272727273,enthusiastic,1,N
inhabit,0.3754,0.272727272727273,enchanted,1,N
frowning,0.37538,0.545454545454545,enraptured,1,N
unexpectedly,0.37526,0.863636363636364,overjoyed,2,N
wear,0.37523,0.0909090909090909,happy,9,N
murmur,0.37506,0.727272727272727,exultant,16,N
reassurance,0.37499,0.681818181818182,happy,1,L
inconsequence,0.3749,0.363636363636364,exultant,1,N
saturday,0.37469,0.0909090909090909,happy,5,N
began,0.37467,0.227272727272727,thrilled,1,N
early,0.37465,0.181818181818182,happy,6,N
truck,0.37449,0.0454545454545454,transported,1,N
extra,0.3743,0.0454545454545454,happy,2,N
confidence,0.37424,0.454545454545455,happy,1,N
opinion,0.37361,0.0909090909090909,happy,3,N
immediate,0.37346,0.454545454545455,enthusiastic,3,N
cursing,0.37318,0.545454545454545,delirious,1,N
surmise,0.37315,0.5,overjoyed,1,V
permanently,0.37287,0.0909090909090909,transported,1,N
meeting,0.37285,0.181818181818182,happy,3,N
tactful,0.37276,0.5,enthusiastic,1,N
innumerable,0.37255,0.863636363636364,joyous,3,N
inside,0.37252,0.136363636363636,transported,19,N
pastoral,0.37241,0.318181818181818,joyful,1,I
noisy,0.37236,0.590909090909091,joyous,1,N
found,0.37218,0.181818181818182,happy,4,N
tradition,0.37214,0.227272727272727,joyous,2,N
miserably,0.37207,0.454545454545455,overjoyed,2,N
refuse,0.37205,0.227272727272727,happy,3,N
express,0.37203,0.5,happy,2,N
extravaganza,0.37188,0.590909090909091,joyous,1,N
defiance,0.37186,0.454545454545455,jubilant,1,N
indiscreet,0.37177,0.5,delirious,1,N
tantalize,0.37176,0.363636363636364,enraptured,1,N
solemnly,0.37175,0.590909090909091,enraptured,2,N
unfamiliar,0.37173,0.772727272727273,ecstatic,9,N
vain,0.37161,0.727272727272727,delirious,1,N
nod,0.37138,0.5,thrilled,23,N
contribute,0.37122,0.181818181818182,happy,1,N
sheer,0.37108,0.590909090909091,blissful,3,N
rocking,0.37101,0.590909090909091,happy,1,N
mist,0.37101,0.227272727272727,enchanted,2,N
dignity,0.37095,0.409090909090909,joyful,1,N
locked,0.37093,0.0909090909090909,transported,1,N
drowsiness,0.37092,0.136363636363636,euphoric,1,N
check,0.37077,0.0909090909090909,happy,1,N
play,0.37064,0.0454545454545454,happy,23,N
absolute,0.3705,0.272727272727273,blissful,4,N
pull,0.37034,0.136363636363636,happy,16,N
imaginary,0.37031,0.409090909090909,enchanted,1,N
ingratiate,0.37025,0.409090909090909,enraptured,1,N
disconcert,0.37017,0.5,exultant,1,N
insistently,0.37007,0.636363636363636,exultant,1,N
questioningly,0.37,0.409090909090909,enraptured,1,N
burden,0.36965,0.0909090909090909,happy,2,N
understanding,0.36959,0.272727272727273,enthusiastic,2,N
grab,0.36938,0.0909090909090909,happy,1,N
pursue,0.36936,0.181818181818182,enthusiastic,4,N
implore,0.36929,0.590909090909091,overjoyed,1,N
favour,0.36928,0.227272727272727,delighted,3,N
capable,0.36925,0.0909090909090909,enthusiastic,2,N
abrupt,0.36923,0.636363636363636,euphoric,1,V
lavish,0.36923,0.681818181818182,blissful,1,N
occasional,0.36921,0.363636363636364,enthusiastic,1,N
carry,0.3692,0.0909090909090909,happy,11,N
stumble,0.36919,0.681818181818182,overjoyed,2,N
squawk,0.36892,0.363636363636364,exultant,1,N
enormous,0.36888,0.590909090909091,enthusiastic,11,N
sleeplessness,0.36886,0.272727272727273,euphoric,1,N
vacuous,0.36885,0.590909090909091,delirious,1,V
winter,0.36878,0.181818181818182,happy,4,N
dawn,0.36875,0.5,joyous,6,N
fiftieth,0.36873,0.363636363636364,joyous,1,N
business,0.36866,0.136363636363636,happy,18,N
intriguing,0.36855,0.590909090909091,thrilled,2,N
son,0.36853,0.227272727272727,happy,8,N
coldly,0.36848,0.454545454545455,ravished,2,N
personality,0.36843,0.363636363636364,enthusiastic,2,N
married,0.36842,0.136363636363636,happy,5,N
slit,0.36836,0.136363636363636,orgasmic,1,N
suffering,0.36834,0.545454545454545,happy,1,N
unforgivably,0.36827,0.318181818181818,rhapsodic,1,L
straightforward,0.36812,0.227272727272727,enthusiastic,1,N
saunter,0.36812,0.636363636363636,exultant,3,N
birth,0.36811,0.272727272727273,happy,1,N
marriage,0.36799,0.181818181818182,happy,2,N
ferociously,0.36794,0.636363636363636,ravished,1,N
tapestry,0.36794,0.227272727272727,enchanted,1,N
cause,0.36781,0.0909090909090909,happy,3,N
intolerable,0.36767,0.681818181818182,delirious,1,N
deep,0.36764,0.318181818181818,blissful,14,N
gaudy,0.36748,0.545454545454545,jubilant,1,N
story,0.36746,0.181818181818182,happy,12,N
unnaturally,0.36746,0.772727272727273,enraptured,1,N
diminish,0.36718,0.181818181818182,happy,1,N
twinkle,0.36707,0.681818181818182,joyful,3,N
platonic,0.36687,0.545454545454545,blissful,1,N
veteran,0.36662,0.136363636363636,enthusiastic,1,N
guilty,0.36662,0.227272727272727,happy,2,X
blossom,0.36654,0.227272727272727,joyful,2,S
whimper,0.3665,0.590909090909091,exultant,1,N
island,0.36634,0.136363636363636,enchanted,18,N
reply,0.36599,0.0454545454545454,happy,2,N
soothe,0.36594,0.363636363636364,blissful,1,N
parted,0.36591,0.681818181818182,overjoyed,1,N
excite,0.36559,0.772727272727273,enthusiastic,5,N
haunt,0.36555,0.227272727272727,enchanted,3,N
doctor,0.36547,0.136363636363636,happy,10,N
transit,0.36545,0.0454545454545454,transported,1,N
draw,0.36541,0.227272727272727,happy,21,N
temporarily,0.36534,0.0454545454545454,transported,1,N
slowly,0.36519,0.454545454545455,transported,18,N
complacency,0.36513,0.454545454545455,blissful,1,N
desert,0.36508,0.136363636363636,enchanted,2,N
expression,0.36505,0.272727272727273,joyful,16,N
shake,0.36497,0.409090909090909,happy,27,N
thud,0.36497,0.681818181818182,exultant,1,N
tune,0.36483,0.318181818181818,happy,2,N
formidable,0.36474,0.363636363636364,enthusiastic,1,N
gruffly,0.36472,0.454545454545455,exultant,1,N
merely,0.36458,0.545454545454545,happy,4,N
sacredness,0.36446,0.636363636363636,joyous,1,N
tactlessly,0.36445,0.272727272727273,rhapsodic,1,N
excellence,0.36438,0.136363636363636,enthusiastic,2,N
unusual,0.36437,0.5,joyous,3,N
halfway,0.36432,0.363636363636364,happy,3,N
supper,0.36401,0.272727272727273,happy,8,N
confidently,0.36394,0.681818181818182,enthusiastic,1,N
broad,0.36384,0.0454545454545454,enthusiastic,4,N
plan,0.3638,0.0454545454545454,happy,5,N
distract,0.36368,0.454545454545455,happy,1,N
train,0.36368,0.0454545454545454,transported,19,N
meaning,0.36358,0.227272727272727,happy,1,N
wild,0.36357,0.454545454545455,enchanted,11,N
fill,0.36356,0.227272727272727,happy,10,N
adapt,0.36354,0.0454545454545454,happy,1,N
involuntarily,0.36351,0.636363636363636,ravished,3,N
fresh,0.36346,0.363636363636364,happy,8,N
cautiously,0.36324,0.409090909090909,elated,1,N
survive,0.36319,0.0909090909090909,happy,1,N
crossly,0.36312,0.272727272727273,ravished,2,N
understandingly,0.36293,0.409090909090909,enraptured,2,N
purposeless,0.36255,0.5,delirious,3,N
glint,0.36251,0.681818181818182,exultant,2,N
mingle,0.36248,0.636363636363636,joyous,2,N
faintly,0.36228,0.772727272727273,delirious,10,N
buy,0.36227,0.0454545454545454,happy,25,N
girlhood,0.36212,0.636363636363636,enraptured,1,N
drown,0.36196,0.681818181818182,delirious,2,N
whispering,0.36196,0.772727272727273,enchanted,1,N
respond,0.36177,0.272727272727273,happy,1,N
pathetic,0.36166,0.318181818181818,happy,1,N
middle,0.36156,0.0909090909090909,happy,11,N
careless,0.36146,0.681818181818182,delirious,5,N
bloody,0.36146,0.272727272727273,delirious,1,N
affair,0.36136,0.681818181818182,joyous,9,N
audible,0.36133,0.5,orgasmic,2,N
suck,0.36133,0.136363636363636,happy,1,N
yell,0.36104,0.5,ecstatic,1,N
autumn,0.36098,0.363636363636364,joyous,6,N
agonizingly,0.36091,0.636363636363636,enraptured,1,N
disdain,0.36089,0.590909090909091,rapturous,1,N
vast,0.36066,0.5,transported,3,N
securely,0.36059,0.0454545454545454,transported,1,N
word,0.36051,0.0909090909090909,happy,38,N
run,0.3605,0.0454545454545454,happy,32,N
sir,0.36049,0.0909090909090909,happy,3,N
heighten,0.36032,0.681818181818182,euphoric,1,N
instinctive,0.36019,0.727272727272727,ecstatic,1,N
repute,0.36019,0.136363636363636,beatific,1,N
mistaken,0.36012,0.454545454545455,happy,1,N
ultimate,0.3601,0.136363636363636,blissful,1,N
certain,0.35997,0.136363636363636,happy,13,N
dead,0.35987,0.136363636363636,happy,12,N
truth,0.35974,0.272727272727273,happy,6,N
womb,0.35967,0.409090909090909,blissful,1,N
circumstance,0.35965,0.454545454545455,joyous,5,N
frequent,0.35955,0.0454545454545454,enthusiastic,1,N
glance,0.35951,0.681818181818182,delighted,26,N
tangible,0.35932,0.454545454545455,happy,3,N
gradually,0.35931,0.181818181818182,happy,5,N
glisten,0.35918,0.409090909090909,beatific,4,N
possessively,0.35916,0.363636363636364,ravished,1,N
knowledge,0.35916,0.0909090909090909,enthusiastic,1,N
operate,0.35908,0.0454545454545454,transported,1,N
jauntily,0.35901,0.318181818181818,exultant,2,N
haven,0.35884,0.136363636363636,blissful,5,N
stagger,0.35873,0.409090909090909,delirious,1,N
toil,0.35871,0.545454545454545,blissful,1,N
short,0.35853,0.0454545454545454,happy,15,N
argue,0.35852,0.136363636363636,happy,2,N
overhear,0.35842,0.545454545454545,overjoyed,1,N
dimly,0.35833,0.818181818181818,enraptured,2,N
dirty,0.35833,0.136363636363636,happy,2,N
tenderness,0.35829,0.636363636363636,joyful,1,N
nearly,0.35822,0.363636363636364,thrilled,2,N
ineptly,0.35822,0.227272727272727,rhapsodic,1,N
kicking,0.35812,0.181818181818182,happy,1,N
step,0.35804,0.0909090909090909,happy,35,N
garden,0.35795,0.136363636363636,enchanted,30,N
communicate,0.35785,0.181818181818182,enthusiastic,1,N
straight,0.35784,0.136363636363636,happy,4,N
company,0.35764,0.181818181818182,delighted,4,N
decade,0.3576,0.227272727272727,happy,4,N
finish,0.35759,0.0909090909090909,happy,3,N
feminine,0.35752,0.5,joyful,1,N
horribly,0.35742,0.545454545454545,delirious,2,N
ascertain,0.35734,0.136363636363636,beatific,2,N
observe,0.35711,0.545454545454545,joyful,1,N
sky,0.35708,0.318181818181818,enchanted,9,N
rhythm,0.35703,0.454545454545455,joyful,4,N
uncertain,0.35701,0.5,happy,3,N
criticism,0.35694,0.181818181818182,enthusiastic,1,N
perspired,0.35671,0.363636363636364,ravished,1,N
doubtfully,0.35668,0.454545454545455,ravished,3,N
tribute,0.35661,0.409090909090909,joyous,3,N
chat,0.35654,0.0909090909090909,happy,1,N
parent,0.3564,0.0909090909090909,happy,4,N
descend,0.35614,0.590909090909091,transported,2,N
delicate,0.35613,0.363636363636364,blissful,1,N
robust,0.35611,0.0454545454545454,enthusiastic,1,N
ago,0.35593,0.0454545454545454,happy,19,N
ignorant,0.35588,0.318181818181818,enthusiastic,1,N
snobbishly,0.35584,0.227272727272727,rhapsodic,2,N
twice,0.35577,0.181818181818182,happy,1,N
kneel,0.35573,0.5,overjoyed,1,N
calmly,0.35572,0.590909090909091,overjoyed,3,N
obligingly,0.35569,0.5,overjoyed,1,N
absently,0.35536,0.363636363636364,ravished,3,N
ache,0.35535,0.590909090909091,blissful,1,N
presence,0.35525,0.454545454545455,enthusiastic,9,N
revisit,0.35524,0.181818181818182,thrilled,1,N
footstep,0.35515,0.181818181818182,exultant,2,N
pungent,0.35508,0.545454545454545,euphoric,1,N
mischief,0.35505,0.318181818181818,joyful,1,N
particular,0.35489,0.227272727272727,happy,6,N
concentrate,0.35484,0.0909090909090909,happy,3,N
conceit,0.35482,0.454545454545455,rhapsodic,1,N
moon,0.35473,0.181818181818182,happy,9,N
grasp,0.35472,0.727272727272727,enthusiastic,3,N
unconvincingly,0.35469,0.5,rhapsodic,1,N
billow,0.3545,0.454545454545455,exultant,1,N
forth,0.35449,0.409090909090909,joyful,3,N
egotism,0.35446,0.409090909090909,exultant,1,N
music,0.35434,0.272727272727273,happy,8,N
boast,0.35425,0.181818181818182,delighted,1,N
tragically,0.35413,0.545454545454545,delirious,2,N
needless,0.35413,0.545454545454545,happy,1,N
improve,0.35408,0.0454545454545454,happy,2,N
salesman,0.35391,0.0454545454545454,enthusiastic,1,N
mumble,0.35388,0.454545454545455,delirious,3,N
jerk,0.35384,0.136363636363636,orgasmic,3,N
trolley,0.3537,0.0454545454545454,transported,1,N
effectually,0.35364,0.272727272727273,ravished,1,N
breakfast,0.35361,0.0909090909090909,happy,4,N
conservative,0.35357,0.0454545454545454,enthusiastic,1,N
round,0.35352,0.0909090909090909,happy,4,N
gaudiness,0.35346,0.363636363636364,rhapsodic,1,N
instantly,0.35339,0.681818181818182,thrilled,3,N
open,0.35311,0.136363636363636,happy,49,N
simultaneously,0.35309,0.545454545454545,transported,3,N
majority,0.35308,0.181818181818182,enthusiastic,1,N
gather,0.35304,0.454545454545455,happy,7,N
confirm,0.35298,0.0909090909090909,delighted,2,N
exalt,0.35287,0.590909090909091,exultant,1,N
unreasoning,0.35287,0.363636363636364,enraptured,1,N
hunt,0.35267,0.136363636363636,happy,3,N
snatch,0.35261,0.136363636363636,orgasmic,2,B
clumsy,0.35256,0.409090909090909,delirious,1,N
silently,0.35253,0.636363636363636,enraptured,1,N
room,0.35251,0.227272727272727,happy,82,N
throw,0.35246,0.0454545454545454,happy,21,N
subtle,0.35245,0.409090909090909,joyful,1,N
intact,0.35243,0.0454545454545454,transported,1,N
higher,0.35237,0.0454545454545454,happy,2,N
obscurity,0.35214,0.409090909090909,blissful,1,N
owner,0.35214,0.181818181818182,happy,1,N
presumptuous,0.35203,0.590909090909091,exultant,1,N
drowse,0.35196,0.454545454545455,ravished,1,N
club,0.35163,0.181818181818182,happy,3,N
concern,0.35158,0.227272727272727,enthusiastic,2,N
meretricious,0.3515,0.409090909090909,exultant,1,N
leaden,0.35146,0.590909090909091,exultant,1,N
sound,0.35143,0.363636363636364,happy,36,N
condescension,0.35122,0.318181818181818,rapturous,1,N
dusk,0.35104,0.454545454545455,enchanted,4,N
free,0.35101,0.0454545454545454,happy,4,N
incessantly,0.35101,0.772727272727273,enraptured,6,N
gardener,0.35095,0.0909090909090909,enthusiastic,5,N
indifference,0.35089,0.636363636363636,blissful,1,N
firmly,0.35073,0.227272727272727,delighted,2,N
softly,0.35069,0.727272727272727,ravished,2,N
steadily,0.35066,0.272727272727273,happy,1,N
hesitation,0.35051,0.5,delighted,3,N
waltz,0.35048,0.545454545454545,rhapsodic,1,N
aggressively,0.35032,0.0454545454545454,enthusiastic,2,N
roam,0.35024,0.227272727272727,enchanted,1,N
consume,0.35015,0.0909090909090909,happy,1,S
casual,0.35014,0.136363636363636,enthusiastic,6,N
ai,0.35009,0.0454545454545454,happy,1,N
society,0.35,0.0454545454545454,happy,2,N
community,0.34984,0.181818181818182,enthusiastic,1,N
imperceptibly,0.34957,0.454545454545455,enraptured,1,N
clench,0.34942,0.590909090909091,orgasmic,1,S
lie,0.34928,0.136363636363636,happy,24,N
turbulent,0.34916,0.454545454545455,joyous,2,N
victim,0.34906,0.0909090909090909,transported,1,N
amid,0.34905,0.636363636363636,jubilant,1,N
debauchee,0.34891,0.272727272727273,rhapsodic,1,N
frog,0.34889,0.0454545454545454,enchanted,1,N
sinister,0.34885,0.636363636363636,enchanted,4,N
dumping,0.34883,0.0454545454545454,transported,1,N
hastily,0.34882,0.545454545454545,overjoyed,5,I
church,0.34882,0.0909090909090909,joyful,9,N
incident,0.34877,0.0454545454545454,transported,3,N
coolly,0.3486,0.5,enraptured,2,N
figure,0.34851,0.0909090909090909,happy,8,N
push,0.34833,0.136363636363636,happy,12,N
dark,0.34827,0.227272727272727,enchanted,26,N
mouth,0.34825,0.136363636363636,orgasmic,14,N
elaborateness,0.34817,0.272727272727273,rhapsodic,1,N
endow,0.34813,0.272727272727273,beatific,1,N
manage,0.34811,0.0909090909090909,happy,1,N
sensibility,0.34806,0.727272727272727,joyous,1,N
jump,0.34803,0.0909090909090909,happy,9,N
orchestra,0.34792,0.363636363636364,joyous,7,N
amuse,0.34787,0.727272727272727,enraptured,2,N
mumbles,0.3478,0.318181818181818,delirious,1,N
generally,0.34777,0.136363636363636,happy,2,N
flinch,0.34774,0.409090909090909,overjoyed,1,N
remark,0.34744,0.5,enthusiastic,23,N
authoritative,0.34738,0.227272727272727,enthusiastic,1,N
tense,0.34726,0.681818181818182,ecstatic,3,N
belief,0.34724,0.5,joyful,1,N
dampen,0.34723,0.318181818181818,euphoric,1,N
fortnight,0.34723,0.454545454545455,joyous,1,N
left,0.34722,0.0909090909090909,happy,3,N
entirely,0.34712,0.363636363636364,transported,4,N
belong,0.34712,0.0909090909090909,happy,8,N
avoid,0.34707,0.0909090909090909,happy,5,N
accompany,0.34703,0.590909090909091,joyous,2,N
anchored,0.34683,0.0454545454545454,transported,1,B
destiny,0.34681,0.409090909090909,blissful,3,N
swollen,0.3467,0.272727272727273,ravished,3,N
cook,0.34651,0.0454545454545454,happy,2,N
monkey,0.3465,0.136363636363636,happy,1,N
beg,0.34648,0.363636363636364,happy,7,N
railroad,0.34644,0.0454545454545454,transported,4,B
spidery,0.34643,0.363636363636364,rhapsodic,1,N
crowded,0.34636,0.681818181818182,transported,4,N
satisfactory,0.34635,0.318181818181818,happy,1,N
bleared,0.34625,0.318181818181818,beatific,1,N
disarray,0.34604,0.5,delirious,1,X
quickening,0.34579,0.636363636363636,exultant,1,N
sulkily,0.34575,0.363636363636364,ravished,1,N
gruffness,0.34573,0.272727272727273,exultant,1,N
satisfy,0.34566,0.136363636363636,enthusiastic,1,N
wanderer,0.34564,0.363636363636364,enchanted,1,N
theatrical,0.34563,0.409090909090909,joyous,1,N
prodigality,0.34556,0.272727272727273,exultant,1,X
invisible,0.34556,0.0454545454545454,enchanted,6,N
save,0.34546,0.0454545454545454,happy,3,N
adventitious,0.3454,0.0909090909090909,beatific,1,N
fist,0.3451,0.227272727272727,orgasmic,1,N
inhabitant,0.34486,0.318181818181818,ravished,1,N
reach,0.34485,0.227272727272727,happy,23,N
slunk,0.34453,0.363636363636364,enraptured,1,N
employ,0.34447,0.0909090909090909,enthusiastic,1,N
vulgar,0.34438,0.636363636363636,delirious,2,I
shed,0.34436,0.0909090909090909,happy,1,N
minute,0.34431,0.136363636363636,happy,49,N
pointlessly,0.34416,0.318181818181818,delirious,2,L
broken,0.34414,0.0909090909090909,happy,3,N
couch,0.34401,0.227272727272727,happy,11,N
bum,0.34381,0.136363636363636,happy,2,N
rancour,0.34371,0.272727272727273,exultant,1,N
impenetrable,0.34367,0.363636363636364,enchanted,1,N
graduate,0.34359,0.0909090909090909,enthusiastic,1,N
perceptible,0.34346,0.409090909090909,beatific,3,N
youth,0.34346,0.181818181818182,enthusiastic,4,X
wealthy,0.34339,0.318181818181818,happy,3,N
bitch,0.34337,0.136363636363636,happy,3,N
circus,0.34333,0.272727272727273,enchanted,1,N
sell,0.34318,0.0909090909090909,happy,8,N
frosty,0.34311,0.5,blissful,1,N
conceivably,0.34303,0.272727272727273,happy,1,N
tongue,0.34299,0.136363636363636,orgasmic,2,N
tropical,0.34298,0.136363636363636,blissful,1,N
drinking,0.3428,0.0909090909090909,happy,1,N
aside,0.34266,0.181818181818182,happy,4,N
tonic,0.34265,0.0909090909090909,euphoric,1,N
quiver,0.3426,0.545454545454545,orgasmic,2,N
tender,0.34257,0.409090909090909,joyful,1,N
alertly,0.34246,0.409090909090909,enraptured,2,N
plunge,0.34243,0.181818181818182,blissful,4,N
gigantic,0.34207,0.5,orgasmic,1,N
determined,0.34205,0.227272727272727,transported,2,N
associate,0.34193,0.136363636363636,enthusiastic,1,N
parcel,0.34185,0.0454545454545454,transported,1,N
obstinate,0.34173,0.590909090909091,exultant,1,V
pig,0.34167,0.0909090909090909,happy,2,N
decently,0.34155,0.0909090909090909,happy,1,N
confusion,0.34149,0.454545454545455,delirious,6,N
bounce,0.34112,0.181818181818182,happy,1,N
reflect,0.3411,0.227272727272727,happy,1,N
condescend,0.34101,0.318181818181818,exultant,1,N
impersonal,0.34097,0.409090909090909,blissful,2,N
support,0.34086,0.136363636363636,happy,2,N
laden,0.34071,0.227272727272727,transported,2,X
shadow,0.34069,0.0454545454545454,enchanted,13,N
suspiciously,0.34064,0.590909090909091,overjoyed,2,N
bastard,0.34063,0.181818181818182,happy,1,N
repeat,0.3405,0.0454545454545454,happy,14,N
cold,0.34042,0.227272727272727,happy,15,N
small,0.34035,0.136363636363636,happy,35,N
successfully,0.34034,0.181818181818182,transported,1,N
consequence,0.34029,0.5,happy,2,N
midnight,0.34028,0.409090909090909,happy,5,N
intricate,0.34016,0.454545454545455,enchanted,1,N
ocean,0.34007,0.136363636363636,blissful,1,N
